AtoG,GtoA,BtoC,CtoB,BtoE,EtoB,BtoG,GtoB,DtoE,EtoD,EtoF,FtoE,semmi,AB,AG,BC,BE,BG,CD,DE,EF,EG,FG
0.03942522276236299,0.46179237221936004,0.06466941068763893,0.02941342627124022,0.03013258590280142,-0.01878998894603491,0.02390183678369589,0,0.5047252630877717,0.07204866638174728,0.04870916667902682,0.05325867743571237,1,0,0,0,0,0,0,0,0,0,0
0.15301720829883825,0.46730396170690436,0.06466941068763893,0.02941342627124022,0,-0.01878998894603491,0.02941342627124022,0.08345939963367384,0.5047252630877717,0.1021812522845487,0.04870916667902682,0.05325867743571237,0,1,0,0,0,0,0,0,0,0,0
0,0,0.06466941068763893,0.02941342627124022,0.03013258590280142,0.43722610746270996,0.06332705954605888,0.005776275810615194,0.5047252630877717,0.07204866638174728,0.04870916667902682,0.05325867743571237,0,0,1,0,0,0,0,0,0,0,0
0.03942522276236299,0.46179237221936004,0,0,0.11359198553647526,0,0,0,0.5341386893590119,0.1367180770693862,0.0726110034627227,0.05325867743571237,0,0,0,1,0,0,0,0,0,0,0
0.03942522276236299,0.46179237221936004,0.11359198553647526,0.02941342627124022,0,0,0.02390183678369589,0,0.5047252630877717,0.023126091532910953,0.04870916667902682,0.05325867743571237,0,0,0,0,1,0,0,0,0,0,0
0.03942522276236299,0.46179237221936004,0.06466941068763893,0.005511589487544332,0.03013258590280142,-0.01878998894603491,0,0,0.5286270998714675,0.07204866638174728,0.0726110034627227,0.05325867743571237,0,0,0,0,0,1,0,0,0,0,0
0.03942522276236299,0.46179237221936004,0.19640483361991107,0.056598096674705056,0.05731725630626626,0.11294543398623723,0.02390183678369589,0,0.6364606860200438,0.09923333678521212,0.04870916667902682,0.05325867743571237,0,0,0,0,0,0,1,0,0,0,0
0.03942522276236299,0.0057762758106151835,0.1367180770693862,0.5341386893590119,0,-0.025583075146115866,0.02390183678369589,0,0,0,0.04870916667902682,0.05325867743571237,0,0,0,0,0,0,0,1,0,0,0
0.03942522276236299,0.46179237221936004,0.06466941068763893,0.02941342627124022,0.03013258590280142,0,0.02390183678369589,-0.01878998894603491,0.5047252630877717,0.07204866638174728,0,0,0,0,0,0,0,0,0,0,1,0,0
0.03942522276236299,0.0057762758106151835,0.06466941068763893,0.02941342627124022,0.03013258590280142,0.43722610746270996,0.02390183678369589,0,0.5047252630877717,0.07204866638174728,0.04870916667902682,0.05325867743571237,0,0,0,0,0,0,0,0,0,1,0
0.03942522276236299,0.46179237221936004,0.06466941068763893,0.02941342627124022,0.05403442268649731,-0.01878998894603491,0,0,0.5047252630877717,0.07204866638174728,0.11203622622508569,0.05903495324632757,0,0,0,0,0,0,0,0,0,0,1
0.07473818901879825,0.24612972760254967,-0.1554363827308971,0.08157944147231026,0.2621754734716033,-0.2151510143862989,0.007392452699080884,0,0.23648258799504707,0.46587929889141744,0.22081735655672513,0.2507282845051185,1,0,0,0,0,0,0,0,0,0,0
0.39662829414580336,0.3203167163757791,-0.1554363827308971,0.08157944147231026,0,-0.2151510143862989,0.08157944147231026,0.059714631655401806,0.23648258799504707,0.7280547723630207,0.22081735655672513,0.2507282845051185,0,1,0,0,0,0,0,0,0,0,0
0,0,-0.1554363827308971,0.08157944147231026,0.2621754734716033,-0.19948578294797698,0.08213064171787914,0.23046449616422773,0.23648258799504707,0.46587929889141744,0.22081735655672513,0.2507282845051185,0,0,1,0,0,0,0,0,0,0,0
0.07473818901879825,0.24612972760254967,0,0,0.3218901051270051,0,0,0,0.31806202946735734,0.31044291616052033,0.22820980925580603,0.2507282845051185,0,0,0,1,0,0,0,0,0,0,0
0.07473818901879825,0.24612972760254967,0.3218901051270051,0.08157944147231026,0,0,0.007392452699080884,0,0.23648258799504707,-0.011447188966484778,0.22081735655672513,0.2507282845051185,0,0,0,0,1,0,0,0,0,0,0
0.07473818901879825,0.24612972760254967,-0.1554363827308971,0.07418698877322938,0.2621754734716033,-0.2151510143862989,0,0,0.24387504069412796,0.46587929889141744,0.22820980925580603,0.2507282845051185,0,0,0,0,0,1,0,0,0,0,0
0.07473818901879825,0.24612972760254967,0.5012009423461965,0.1881131543913227,0.36870918639061573,0.4414863106907947,0.007392452699080884,0,0.8931199130721407,0.5724130118104299,0.22081735655672513,0.2507282845051185,0,0,0,0,0,0,1,0,0,0,0
0.07473818901879825,0.23046449616422773,0.31044291616052033,0.31806202946735734,0,-0.2322645455232099,0.007392452699080884,0,0,0,0.22081735655672513,0.2507282845051185,0,0,0,0,0,0,0,1,0,0,0
0.07473818901879825,0.24612972760254967,-0.1554363827308971,0.08157944147231026,0.2621754734716033,0,0.007392452699080884,-0.2151510143862989,0.23648258799504707,0.46587929889141744,0,0,0,0,0,0,0,0,0,0,1,0,0
0.07473818901879825,0.23046449616422773,-0.1554363827308971,0.08157944147231026,0.2621754734716033,-0.19948578294797698,0.007392452699080884,0,0.23648258799504707,0.46587929889141744,0.22081735655672513,0.2507282845051185,0,0,0,0,0,0,0,0,0,1,0
0.07473818901879825,0.24612972760254967,-0.1554363827308971,0.08157944147231026,0.2695679261706842,-0.2151510143862989,0,0,0.23648258799504707,0.46587929889141744,0.3029479982746043,0.48119278066934623,0,0,0,0,0,0,0,0,0,0,1
0.27119255579782475,0.6516797220847976,-0.011080359406687224,0.8584635872165893,0.34984297775282264,-0.34620822422090536,0.6665975684957228,0,0.5271577363579406,0.34994065012467335,0.424469605942105,0.0037324259037679886,1,0,0,0,0,0,0,0,0,0,0
0.9561633983648655,0.8435457408056641,-0.011080359406687224,0.8584635872165893,0,-0.34620822422090536,0.8584635872165893,0.33512786481421813,0.5271577363579406,0.699783627877496,0.424469605942105,0.0037324259037679886,0,1,0,0,0,0,0,0,0,0,0
0,0,-0.011080359406687224,0.8584635872165893,0.34984297775282264,-0.24352009380506973,0.9377901242935476,0.5489915916689619,0.5271577363579406,0.34994065012467335,0.424469605942105,0.0037324259037679886,0,0,1,0,0,0,0,0,0,0,0
0.27119255579782475,0.6516797220847976,0,0,0.6849708425670408,0,0,0,1.3856213235745298,0.3388602907179862,1.0910671744378277,0.0037324259037679886,0,0,0,1,0,0,0,0,0,0,0
0.27119255579782475,0.6516797220847976,0.6849708425670408,0.8584635872165893,0,0,0.6665975684957228,0,0.5271577363579406,-0.34611055184905465,0.424469605942105,0.0037324259037679886,0,0,0,0,1,0,0,0,0,0,0
0.27119255579782475,0.6516797220847976,-0.011080359406687224,0.1918660187208665,0.34984297775282264,-0.34620822422090536,0,0,1.1937553048536635,0.34994065012467335,1.0910671744378277,0.0037324259037679886,0,0,0,0,0,1,0,0,0,0,0
0.27119255579782475,0.6516797220847976,0.13141338673894923,0.9005843862814936,0.39196377681772687,-0.2037144780752689,0.6665975684957228,0,0.6696514825035771,0.3920614491895776,0.424469605942105,0.0037324259037679886,0,0,0,0,0,0,1,0,0,0,0
0.27119255579782475,0.548991591668962,0.33886029071798607,1.3856213235745298,0,-0.7705801577911596,0.6665975684957228,0,0,0,0.424469605942105,0.0037324259037679886,0,0,0,0,0,0,0,1,0,0,0
0.27119255579782475,0.6516797220847976,-0.011080359406687224,0.8584635872165893,0.34984297775282264,0,0.6665975684957228,-0.34620822422090536,0.5271577363579406,0.34994065012467335,0,0,0,0,0,0,0,0,0,0,1,0,0
0.27119255579782475,0.548991591668962,-0.011080359406687224,0.8584635872165893,0.34984297775282264,-0.24352009380506973,0.6665975684957228,0,0.5271577363579406,0.34994065012467335,0.424469605942105,0.0037324259037679886,0,0,0,0,0,0,0,0,0,1,0
0.27119255579782475,0.6516797220847976,-0.011080359406687224,0.8584635872165893,1.0164405462485455,-0.34620822422090536,0,0,0.5271577363579406,0.34994065012467335,1.3622597302356525,0.5527240175727299,0,0,0,0,0,0,0,0,0,0,1
0.03399669051555926,0.3206578171968552,0.1856157371017268,0.05310942907778399,0.04410535245539518,0.04810744530711589,0.02247452360955568,0,0.04329910268206111,0.08138667408033926,0.03481182440153809,0.12949411938745514,1,0,0,0,0,0,0,0,0,0,0
0.21561033476556535,0.3512927226650835,0.1856157371017268,0.05310942907778399,0,0.04810744530711589,0.05310942907778399,0.1375082917946109,0.04329910268206111,0.12549202653573444,0.03481182440153809,0.12949411938745514,0,1,0,0,0,0,0,0,0,0,0
0,0,0.1856157371017268,0.05310942907778399,0.04410535245539518,0.0565947235876389,0.05647121412511494,0.3121705389163322,0.04329910268206111,0.08138667408033926,0.03481182440153809,0.12949411938745514,0,0,1,0,0,0,0,0,0,0,0
0.03399669051555926,0.3206578171968552,0,0,0.1816136442500061,0,0,0,0.0964085317598451,0.267002411182066,0.05728634801109377,0.12949411938745514,0,0,0,1,0,0,0,0,0,0,0
0.03399669051555926,0.3206578171968552,0.1816136442500061,0.05310942907778399,0,0,0.02247452360955568,0,0.04329910268206111,0.08538876693205996,0.03481182440153809,0.12949411938745514,0,0,0,0,1,0,0,0,0,0,0
0.03399669051555926,0.3206578171968552,0.1856157371017268,0.030634905468228307,0.04410535245539518,0.04810744530711589,0,0,0.06577362629161679,0.08138667408033926,0.05728634801109377,0.12949411938745514,0,0,0,0,0,1,0,0,0,0,0
0.03399669051555926,0.3206578171968552,0.470450874673617,0.36585399072760305,0.35684991410521427,0.33294258287900613,0.02247452360955568,0,0.3281342402539513,0.3941312357301583,0.03481182440153809,0.12949411938745514,0,0,0,0,0,0,1,0,0,0,0
0.03399669051555926,0.3121705389163322,0.267002411182066,0.0964085317598451,0,0.05057694253052186,0.02247452360955568,0,0,0,0.03481182440153809,0.12949411938745514,0,0,0,0,0,0,0,1,0,0,0
0.03399669051555926,0.3206578171968552,0.1856157371017268,0.05310942907778399,0.04410535245539518,0,0.02247452360955568,0.04810744530711589,0.04329910268206111,0.08138667408033926,0,0,0,0,0,0,0,0,0,0,1,0,0
0.03399669051555926,0.3121705389163322,0.1856157371017268,0.05310942907778399,0.04410535245539518,0.0565947235876389,0.02247452360955568,0,0.04329910268206111,0.08138667408033926,0.03481182440153809,0.12949411938745514,0,0,0,0,0,0,0,0,0,1,0
0.03399669051555926,0.3206578171968552,0.1856157371017268,0.05310942907778399,0.06657987606495086,0.04810744530711589,0,0,0.04329910268206111,0.08138667408033926,0.09128303852665304,0.4416646583037873,0,0,0,0,0,0,0,0,0,0,1
0.14125737808258593,1.4623174390825873,0.05414664215979322,0.030003523206584504,0.04164247073017698,0.023523526570210812,0.022443820669413264,0,0.8379152204355551,0.07236528316843163,0.2628491007976394,0.09588880973864244,1,0,0,0,0,0,0,0,0,0,0
0.2135229644023453,1.4698771416197585,0.05414664215979322,0.030003523206584504,0,0.023523526570210812,0.030003523206584504,0.03062311558958241,0.8379152204355551,0.11400775389860862,0.2628491007976394,0.09588880973864244,0,1,0,0,0,0,0,0,0,0,0
0,0,0.05414664215979322,0.030003523206584504,0.04164247073017698,0.5985896462081265,0.16370119875199918,0.8872513194446716,0.8379152204355551,0.07236528316843163,0.2628491007976394,0.09588880973864244,0,0,1,0,0,0,0,0,0,0,0
0.14125737808258593,1.4623174390825873,0,0,0.07226558631975939,0,0,0,0.8679187436421396,0.12651192532822486,0.28529292146705265,0.09588880973864244,0,0,0,1,0,0,0,0,0,0,0
0.14125737808258593,1.4623174390825873,0.07226558631975939,0.030003523206584504,0,0,0.022443820669413264,0,0.8379152204355551,0.05424633900846546,0.2628491007976394,0.09588880973864244,0,0,0,0,1,0,0,0,0,0,0
0.14125737808258593,1.4623174390825873,0.05414664215979322,0.0075597025371712395,0.04164247073017698,0.023523526570210812,0,0,0.8603590411049684,0.07236528316843163,0.28529292146705265,0.09588880973864244,0,0,0,0,0,1,0,0,0,0,0
0.14125737808258593,1.4623174390825873,0.18309760280913615,0.2643014371480563,0.2759403846716488,0.15247448721955373,0.022443820669413264,0,0.966866181084898,0.3066631971099034,0.2628491007976394,0.09588880973864244,0,0,0,0,0,0,1,0,0,0,0
